id,created on,updated on,updated by,status,fishattribute ptr,name,genus,biomass constant a,biomass constant b,biomass constant c,vulnerability,maximum length (cm),trophic level,max length type,group size,trophic group,functional group,climate score,notes
b29142e8-dde2-4b8e-aaaf-10db66e5a270,2018-10-12 15:22:17.395796+00:00,2018-10-12 15:22:17.400587+00:00,,90,Campichthys tricarinatus,tricarinatus,Campichthys,0.000490,3.100000,1.000000,10.00,4.40,3.20,standard length,,invertivore-mobile,macro-invertivore,,
5dbd215e-d125-4c6d-a365-4a17627527d9,2018-10-12 15:22:17.420589+00:00,2018-10-12 15:22:17.425039+00:00,,90,Campichthys tryoni,tryoni,Campichthys,0.000490,3.100000,1.000000,10.00,7.20,3.20,standard length,,invertivore-mobile,macro-invertivore,,
119b8026-e33c-4da4-8028-8a47d5d0a5a9,2018-04-04 19:04:25.831342+00:00,2018-10-12 15:21:53.189574+00:00,,90,Cantherhines cerinus,cerinus,Cantherhines,0.021880,2.910000,1.000000,20.07,12.00,3.00,total length,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
18534bd7-1693-4c51-a381-f58a22648a4b,2018-04-04 19:04:25.849920+00:00,2018-10-12 15:21:53.207637+00:00,,90,Cantherhines dumerilii,dumerilii,Cantherhines,0.040600,2.792000,1.000000,37.03,38.00,3.07,total length,pair,omnivore,micro-invertivore,,
c2a7f69b-4d7f-4c47-9b29-1bb72ccef792,2018-04-04 19:04:25.867955+00:00,2018-10-12 15:21:53.223815+00:00,,90,Cantherhines fronticinctus,fronticinctus,Cantherhines,0.021880,2.910000,1.000000,30.81,25.00,3.50,total length,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
7d1c8a2b-de71-4029-9377-af27c4bc3764,2018-04-04 19:04:25.905793+00:00,2018-10-12 15:21:53.239854+00:00,,90,Cantherhines nukuhiva,nukuhiva,Cantherhines,0.021880,2.910000,1.000000,35.20,,3.10,,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
328e21a1-8412-4e24-afde-2175a790a865,2018-04-04 19:04:25.924076+00:00,2018-10-12 15:21:53.256066+00:00,,90,Cantherhines pardalis,pardalis,Cantherhines,0.017000,3.070000,1.000000,30.81,25.00,3.50,total length,,invertivore-mobile,micro-invertivore,,
b792ffb9-6481-4be6-8adb-0217d0f68e38,2018-04-04 19:04:25.959976+00:00,2018-10-12 15:21:53.272770+00:00,,90,Cantherhines sandwichiensis,sandwichiensis,Cantherhines,0.021880,2.910000,1.000000,26.64,19.30,2.66,total length,,invertivore-sessile,spongivore,,subfamily bodyshape
712402fd-27fc-49e4-bd3d-ebb703c42c48,2018-04-04 19:04:25.984999+00:00,2018-10-12 15:21:53.289050+00:00,,90,Cantheschenia grandisquamis,grandisquamis,Cantheschenia,0.021880,2.910000,1.000000,31.34,26.00,2.80,total length,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
c1d160b2-e249-4be2-82da-f2236b9c884e,2018-10-12 15:22:10.275336+00:00,2018-10-12 15:22:10.279786+00:00,,90,Canthidermis macrolepis,macrolepis,Canthidermis,0.025700,2.940000,1.000000,45.00,60.00,3.50,total length,medium group,planktivore,zooplanktivore,,
cd12a095-732d-49cd-8ddb-a5001196e2a8,2018-04-04 19:03:59.617147+00:00,2018-10-12 15:21:30.877800+00:00,,90,Canthidermis maculata,maculata,Canthidermis,0.025700,2.940000,1.000000,44.41,50.00,3.47,total length,medium group,planktivore,zooplanktivore,,subfamily bodyshape
2be63cad-6edc-4640-8007-4afe9233ef1b,2018-04-04 19:04:43.863968+00:00,2018-10-12 15:22:08.535994+00:00,,90,Canthigaster amboinensis,amboinensis,Canthigaster,0.028180,2.094000,1.000000,13.37,15.00,2.74,total length,,omnivore,cropper/grazer,,subfamily bodyshape
ac95a70b-b140-4588-bfeb-873e481c129b,2018-04-04 19:04:43.882389+00:00,2018-10-12 15:22:08.552908+00:00,,90,Canthigaster axiologus,axiologus,Canthigaster,0.028180,2.094000,1.000000,11.03,10.10,3.10,standard length,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
fc373f1c-6c66-4c53-a0d6-540628009137,2018-04-04 19:04:43.900812+00:00,2018-10-12 15:22:08.571411+00:00,,90,Canthigaster bennetti,bennetti,Canthigaster,0.028180,2.094000,1.000000,10.00,10.00,2.54,total length,small group,omnivore,cropper/grazer,,subfamily bodyshape
1e13ced4-f1ef-40b8-a5b6-079dab0da811,2018-04-04 19:04:43.919127+00:00,2018-10-12 15:22:08.588132+00:00,,90,Canthigaster callisterna,callisterna,Canthigaster,0.028180,2.094000,1.000000,20.52,23.00,3.10,total length,,invertivore-mobile,micro-invertivore,,subfamily bodyshape
dfabf495-fa14-4ce1-b1f7-400df07fbbc9,2018-04-04 19:04:43.956307+00:00,2018-10-12 15:22:08.606493+00:00,,90,Canthigaster compressa,compressa,Canthigaster,0.064700,2.863000,0.805153,12.93,12.00,3.50,standard length,pair,invertivore-mobile,micro-invertivore,,
5ddd3e00-c0b0-44a2-9655-f277925bef30,2018-04-04 19:04:43.974691+00:00,2018-10-12 15:22:08.624945+00:00,,90,Canthigaster coronata,coronata,Canthigaster,0.028180,2.094000,1.000000,12.01,11.00,3.25,standard length,solitary,omnivore,micro-invertivore,,subfamily bodyshape
34900116-93bf-4cfb-869a-b317cb8508af,2018-04-04 19:04:43.992635+00:00,2018-10-12 15:22:08.643168+00:00,,90,Canthigaster criobe,criobe,Canthigaster,0.028180,2.094000,1.000000,10.00,3.87,3.00,standard length,solitary,omnivore,micro-invertivore,,subfamily bodyshape
17d9fb66-7c39-45f0-b76e-d466db16682a,2018-04-04 19:04:44.013451+00:00,2018-10-12 15:22:08.661566+00:00,,90,Canthigaster epilampra,epilampra,Canthigaster,0.028180,2.094000,1.000000,11.03,12.00,3.12,total length,pair,omnivore,micro-invertivore,,subfamily bodyshape
7c820209-a252-46b3-b405-9c20e8df8d7b,2018-04-04 19:04:44.031329+00:00,2018-10-12 15:22:08.680171+00:00,,90,Canthigaster flavoreticulata,flavoreticulata,Canthigaster,0.028180,2.094000,1.000000,10.00,,3.10,,solitary,omnivore,micro-invertivore,,subfamily bodyshape
aaf4462a-8a85-4a37-b0c1-1dd94da43beb,2018-04-04 19:04:44.049434+00:00,2018-10-12 15:22:08.698224+00:00,,90,Canthigaster inframacula,inframacula,Canthigaster,0.028180,2.094000,1.000000,10.00,7.60,3.10,standard length,solitary,omnivore,micro-invertivore,,subfamily bodyshape
714e357d-2fd5-46c1-a50a-21a635f212ab,2018-04-04 19:04:44.067970+00:00,2018-10-12 15:22:08.717534+00:00,,90,Canthigaster jactator,jactator,Canthigaster,0.028180,2.094000,1.000000,10.00,9.00,2.80,total length,solitary,invertivore-sessile,spongivore,,subfamily bodyshape
ba3dd9ba-bfb1-4f0c-acfb-008efe5f085f,2018-04-04 19:04:44.085564+00:00,2018-10-12 15:22:08.735647+00:00,,90,Canthigaster janthinoptera,janthinoptera,Canthigaster,0.028180,2.094000,1.000000,10.00,9.00,3.07,total length,solitary,invertivore-sessile,spongivore,,subfamily bodyshape
3e59a00c-315b-4c66-8f9c-8db902b89f2b,2018-04-04 19:04:44.103631+00:00,2018-10-12 15:22:08.754139+00:00,,90,Canthigaster leoparda,leoparda,Canthigaster,0.028180,2.094000,1.000000,10.00,7.50,3.10,standard length,pair,omnivore,micro-invertivore,,subfamily bodyshape
0707bdc2-9fde-441e-939c-aebdee27c67e,2018-04-04 19:04:44.122985+00:00,2018-10-12 15:22:08.772870+00:00,,90,Canthigaster margaritata,margaritata,Canthigaster,0.028180,2.094000,1.000000,25.40,31.20,3.10,total length,solitary,omnivore,micro-invertivore,,subfamily bodyshape
4363a8f3-a066-4a42-80fd-e9974f378619,2018-04-04 19:04:44.141302+00:00,2018-10-12 15:22:08.791453+00:00,,90,Canthigaster marquesensis,marquesensis,Canthigaster,0.028180,2.094000,1.000000,10.00,7.10,3.10,standard length,solitary,omnivore,micro-invertivore,,subfamily bodyshape
86aa8b36-785e-46e2-b7ee-f4ec7edc979d,2018-04-04 19:04:44.160065+00:00,2018-10-12 15:22:08.808695+00:00,,90,Canthigaster natalensis,natalensis,Canthigaster,0.028180,2.094000,1.000000,10.00,8.60,3.10,standard length,,omnivore,micro-invertivore,,subfamily bodyshape
fef4a66a-3d3b-4ca3-9242-30f347bf2a2d,2018-04-04 19:04:44.178332+00:00,2018-10-12 15:22:08.825436+00:00,,90,Canthigaster ocellicincta,ocellicincta,Canthigaster,0.028180,2.094000,1.000000,10.00,7.50,3.10,standard length,,omnivore,micro-invertivore,,subfamily bodyshape
420e3420-9b97-4964-b6a3-d61ff6f91120,2018-04-04 19:04:44.197039+00:00,2018-10-12 15:22:08.843776+00:00,,90,Canthigaster papua,papua,Canthigaster,0.077800,2.725000,0.805153,11.03,10.00,3.10,standard length,pair,omnivore,micro-invertivore,,
005003a0-2233-46d2-8214-e8213e80f1dc,2018-04-04 19:04:44.215377+00:00,2018-10-12 15:22:08.862256+00:00,,90,Canthigaster petersii,petersii,Canthigaster,0.028180,2.094000,1.000000,10.00,9.00,3.10,total length,pair,omnivore,micro-invertivore,,subfamily bodyshape
2697a644-fe10-430b-aaf7-ff6ecbd53052,2018-04-04 19:04:44.234347+00:00,2018-10-12 15:22:08.879315+00:00,,90,Canthigaster punctata,punctata,Canthigaster,0.028180,2.094000,1.000000,10.00,,3.10,,,omnivore,micro-invertivore,,subfamily bodyshape
cd11a567-3a95-461c-90e9-b8cb407f6d06,2018-04-04 19:04:44.252848+00:00,2018-10-12 15:22:08.895852+00:00,,90,Canthigaster punctatissima,punctatissima,Canthigaster,0.032300,2.953000,1.000000,10.00,9.00,3.10,total length,,omnivore,micro-invertivore,,
fef54072-b552-428e-a912-c53ea44fd39a,2018-04-04 19:04:44.270678+00:00,2018-10-12 15:22:08.912471+00:00,,90,Canthigaster pygmaea,pygmaea,Canthigaster,0.028180,2.094000,1.000000,10.00,5.60,3.00,total length,,omnivore,micro-invertivore,,subfamily bodyshape
bee896bb-ed24-4833-b586-29319ed36f8a,2018-04-04 19:04:44.289268+00:00,2018-10-12 15:22:08.929264+00:00,,90,Canthigaster rapaensis,rapaensis,Canthigaster,0.028180,2.094000,1.000000,10.00,7.80,3.10,standard length,,omnivore,micro-invertivore,,subfamily bodyshape
c1889330-5ee1-4df4-8836-a9fa15143cd2,2018-04-04 19:04:44.307610+00:00,2018-10-12 15:22:08.946208+00:00,,90,Canthigaster rivulata,rivulata,Canthigaster,0.028180,2.094000,1.000000,15.39,18.00,3.10,total length,,omnivore,micro-invertivore,,subfamily bodyshape
469a6a7c-a820-4fee-a413-b30566a594ea,2018-04-04 19:04:44.325804+00:00,2018-10-12 15:22:08.962808+00:00,,90,Canthigaster smithae,smithae,Canthigaster,0.028180,2.094000,1.000000,11.53,13.00,3.10,total length,,omnivore,micro-invertivore,,subfamily bodyshape
5c9a1680-ec10-4b95-9293-74f8671be66e,2018-04-04 19:04:44.344254+00:00,2018-10-12 15:22:08.981136+00:00,,90,Canthigaster solandri,solandri,Canthigaster,0.029890,2.978810,1.000000,10.53,11.50,3.03,total length,small group,omnivore,micro-invertivore,,
727eab8b-84b4-40eb-8a04-1723828b0b55,2018-04-04 19:04:44.399663+00:00,2018-10-12 15:22:09.019214+00:00,,90,Canthigaster tyleri,tyleri,Canthigaster,0.028180,2.094000,1.000000,10.00,9.00,2.82,total length,small group,omnivore,spongivore,,subfamily bodyshape
1f68fb59-0ac6-46af-a4da-98e22397e569,2018-04-04 19:04:44.362506+00:00,2018-10-12 15:22:09.000067+00:00,,90,Canthigaster valentini,valentini,Canthigaster,0.052938,2.744192,1.000000,10.00,11.00,2.84,total length,small group,omnivore,spongivore,,
79ef9591-1c2a-413b-9789-85dea81236f1,2018-04-04 19:03:55.943891+00:00,2018-10-12 15:21:27.382256+00:00,,90,Caprodon longimanus,longimanus,Caprodon,0.009330,2.970000,1.000000,34.14,55.00,3.92,fork length,,planktivore,zooplanktivore,,subfamily bodyshape
ecf58b04-f93b-4fa8-93ff-4496ca6b81d8,2018-04-04 19:04:40.979028+00:00,2018-10-12 15:22:06.298002+00:00,,90,Caracanthus maculatus,maculatus,Caracanthus,0.019950,3.010000,1.000000,14.21,5.00,3.30,total length,small group,invertivore-mobile,micro-invertivore,,All LWR for bodyshape
5778f8df-a218-4ea5-91db-38cd4b81d1bd,2018-04-04 19:04:40.997270+00:00,2018-10-12 15:22:06.316721+00:00,,90,Caracanthus typicus,typicus,Caracanthus,0.019950,3.010000,1.000000,10.53,2.90,3.20,standard length,small group,invertivore-mobile,micro-invertivore,,All LWR for bodyshape
9ac7561c-719c-4c59-86e0-6a325384cf92,2018-04-04 19:04:02.904673+00:00,2018-10-12 15:21:33.432356+00:00,,90,Carangoides armatus,armatus,Carangoides,0.032270,2.823694,1.000000,34.41,58.00,4.06,total length,small group,piscivore,pisci-invertivore,,
233d2207-cafd-4504-a584-47c88b3d2ad5,2018-04-04 19:04:02.924857+00:00,2018-10-12 15:21:33.451123+00:00,,90,Carangoides bajad,bajad,Carangoides,0.019900,2.869000,0.924214,26.76,55.00,3.97,total length,small group,piscivore,pisci-invertivore,,
b94c70bc-4f64-42ba-a6ab-3992f1c7fec9,2018-04-04 19:04:02.943488+00:00,2018-10-12 15:21:33.470048+00:00,,90,Carangoides chrysophrys,chrysophrys,Carangoides,0.019848,2.894006,1.000000,40.62,72.00,4.29,fork length,small group,piscivore,pisci-invertivore,,
1aae3197-375e-4b6d-89cb-43453af804fa,2018-04-04 19:04:02.962023+00:00,2018-10-12 15:21:33.488419+00:00,,90,Carangoides coeruleopinnatus,coeruleopinnatus,Carangoides,0.023265,2.886120,1.000000,28.32,41.00,4.44,total length,small group,piscivore,piscivore,,
c763cc01-1ea0-4677-8708-d10e742aa0a2,2018-04-04 19:04:02.982080+00:00,2018-10-12 15:21:33.506600+00:00,,90,Carangoides dinema,dinema,Carangoides,0.019050,2.940000,1.000000,32.16,85.00,4.03,total length,small group,piscivore,pisci-invertivore,,genus bodyshape
7c734336-ee7e-4c65-b313-0553f5296dea,2018-04-04 19:04:03.001507+00:00,2018-10-12 15:21:33.524706+00:00,,90,Carangoides equula,equula,Carangoides,0.050153,2.745133,1.000000,32.33,50.00,4.02,fork length,small group,piscivore,pisci-invertivore,,
f0765494-38ae-4b7f-916a-f24ea8751fa6,2018-04-04 19:04:03.020753+00:00,2018-10-12 15:21:33.543463+00:00,,90,Carangoides ferdau,ferdau,Carangoides,0.025497,2.832410,1.000000,43.95,70.00,3.98,total length,medium group,piscivore,pisci-invertivore,,
3b434bd4-f221-493d-9f82-18749ad3d9e5,2018-04-04 19:04:03.039415+00:00,2018-10-12 15:21:33.561824+00:00,,90,Carangoides fulvoguttatus,fulvoguttatus,Carangoides,0.028850,2.768673,1.000000,64.86,120.00,4.02,fork length,medium group,piscivore,pisci-invertivore,,
975817a7-0700-43a1-b8de-e473db62ed83,2018-04-04 19:04:03.058931+00:00,2018-10-12 15:21:33.580634+00:00,,90,Carangoides gymnostethus,gymnostethus,Carangoides,0.033720,2.776081,1.000000,45.14,90.00,4.12,total length,small group,piscivore,pisci-invertivore,,
74efcfe8-b733-46c0-b51f-402a9a8ce21f,2018-04-04 19:04:03.077205+00:00,2018-10-12 15:21:33.598837+00:00,,90,Carangoides hedlandensis,hedlandensis,Carangoides,0.027685,2.851580,1.000000,15.39,32.00,4.00,total length,medium group,piscivore,pisci-invertivore,,
33a23796-f573-4ba7-9e57-8ea2b8e859b9,2018-04-04 19:04:03.095871+00:00,2018-10-12 15:21:33.617444+00:00,,90,Carangoides humerosus,humerosus,Carangoides,0.015700,2.939000,1.000000,20.09,25.00,4.04,total length,small group,piscivore,pisci-invertivore,,
58eec9c5-8c47-424f-841e-0c88e47dc4b3,2018-04-04 19:04:03.118132+00:00,2018-10-12 15:21:33.635661+00:00,,90,Carangoides malabaricus,malabaricus,Carangoides,0.028528,2.833393,1.000000,25.07,60.00,3.90,total length,small group,piscivore,pisci-invertivore,,
853d64eb-f39c-4e2e-adf2-291963433d4a,2018-04-04 19:04:03.136255+00:00,2018-10-12 15:21:33.653736+00:00,,90,Carangoides oblongus,oblongus,Carangoides,0.019050,2.940000,1.000000,30.35,46.00,4.00,total length,small group,piscivore,pisci-invertivore,,genus bodyshape
28b37058-3d40-4ec9-9c28-cda06a63d1c6,2018-04-04 19:04:03.155079+00:00,2018-10-12 15:21:33.672735+00:00,,90,Carangoides orthogrammus,orthogrammus,Carangoides,0.011985,3.009928,1.000000,37.95,75.00,4.48,total length,small group,piscivore,piscivore,,
3ae5c873-d402-4b47-a53a-22d882ae7562,2018-04-04 19:04:03.173271+00:00,2018-10-12 15:21:33.691139+00:00,,90,Carangoides plagiotaenia,plagiotaenia,Carangoides,0.078200,2.598000,0.861326,31.89,50.00,4.03,total length,small group,piscivore,pisci-invertivore,,
8871cc6d-ca9c-45df-beeb-fdda68ff044a,2018-10-12 15:22:10.683869+00:00,2018-10-12 15:22:10.688596+00:00,,90,Carangoides praeustus,praeustus,Carangoides,0.019050,2.940000,1.000000,20.00,25.00,3.90,total length,small group,piscivore,piscivore,,
1605dde4-95a6-42ec-b969-084185dd5193,2018-04-04 19:04:03.191863+00:00,2018-10-12 15:21:33.710779+00:00,,90,Carangoides talamparoides,talamparoides,Carangoides,0.007380,3.319000,1.000000,32.49,51.00,4.40,total length,small group,piscivore,piscivore,,
f85dc3dc-da4f-4da5-95b6-1fb754d86744,2018-04-04 19:04:03.218877+00:00,2018-10-12 15:21:33.728686+00:00,,90,Caranx bucculentus,bucculentus,Caranx,0.005715,3.009509,1.000000,36.13,66.00,4.03,total length,small group,piscivore,pisci-invertivore,,
bc476540-e365-4d29-97ac-58bfbdfba43b,2018-04-04 19:04:03.237890+00:00,2018-10-12 15:21:33.746704+00:00,,90,Caranx caballus,caballus,Caranx,0.032500,2.910000,0.901713,34.03,55.00,4.05,fork length,small group,piscivore,pisci-invertivore,,
0fe3b2c4-bfa6-4752-8161-b8ccbee76cad,2018-04-04 19:04:03.255614+00:00,2018-10-12 15:21:33.764634+00:00,,90,Caranx caninus,caninus,Caranx,0.012900,2.980000,1.000000,53.76,101.00,3.90,fork length,medium group,piscivore,pisci-invertivore,,
4d83f563-1c00-49c1-8e93-09550232f87e,2018-04-04 19:04:03.274658+00:00,2018-10-12 15:21:33.782662+00:00,,90,Caranx heberi,heberi,Caranx,0.016600,2.960000,1.000000,43.96,88.00,3.70,total length,small group,piscivore,pisci-invertivore,,species and genus bodyshape
a81e7b80-b45f-4a9b-a5ef-7a4b5ea9e440,2018-04-04 19:04:03.293054+00:00,2018-10-12 15:21:33.800933+00:00,,90,Caranx ignobilis,ignobilis,Caranx,0.012104,2.993242,1.000000,82.12,170.00,4.48,total length,solitary,piscivore,piscivore,,
b354563e-51ca-4a06-b21c-4bb3cc45b712,2018-04-04 19:04:03.312163+00:00,2018-10-12 15:21:33.819554+00:00,,90,Caranx lugubris,lugubris,Caranx,0.014490,2.906950,1.000000,60.08,100.00,4.00,total length,small group,piscivore,pisci-invertivore,,
af93ce7a-76a1-4416-9ce5-87804f35fced,2018-04-04 19:04:03.331394+00:00,2018-10-12 15:21:33.837836+00:00,,90,Caranx melampygus,melampygus,Caranx,0.017067,2.943245,1.000000,50.49,117.00,4.28,fork length,small group,piscivore,pisci-invertivore,,
d305a225-a3e2-4073-be3c-81a6b113cf87,2018-04-04 19:04:03.350270+00:00,2018-10-12 15:21:33.856159+00:00,,90,Caranx papuensis,papuensis,Caranx,0.020086,2.899337,1.000000,32.59,88.00,4.05,total length,small group,piscivore,pisci-invertivore,,
289bfac9-8115-48f7-9135-202f5ec0a875,2018-04-04 19:04:03.388380+00:00,2018-10-12 15:21:33.874295+00:00,,90,Caranx sexfasciatus,sexfasciatus,Caranx,0.014866,2.994104,1.000000,45.19,120.00,4.50,total length,medium group,piscivore,piscivore,,
70298017-c0d2-44d9-8269-524e7f144e00,2018-04-04 19:04:03.406452+00:00,2018-10-12 15:21:33.893386+00:00,,90,Caranx tille,tille,Caranx,0.008800,3.163000,0.886525,37.62,80.00,4.06,total length,small group,piscivore,pisci-invertivore,,
09e87ad3-4a58-4cc5-a379-2b1849377834,2018-04-04 19:04:04.482127+00:00,2018-10-12 15:21:34.595772+00:00,,90,Carcharhinus albimarginatus,albimarginatus,Carcharhinus,0.004370,3.100000,1.000000,75.92,300.00,4.48,total length,small group,piscivore,piscivore,,species and genus bodyshape
40119892-b194-46bb-bc2a-381cd6bf8b78,2018-04-04 19:04:04.502997+00:00,2018-10-12 15:21:34.614054+00:00,,90,Carcharhinus altimus,altimus,Carcharhinus,0.001020,3.461000,1.000000,76.49,300.00,4.50,total length,solitary,piscivore,piscivore,,
87dd386a-2e94-4aa9-9ae4-c16e64e2cbd6,2018-10-12 15:22:10.837579+00:00,2018-10-12 15:22:10.842288+00:00,,90,Carcharhinus amblyrhynchoides,amblyrhynchoides,Carcharhinus,0.004680,3.100000,1.000000,63.00,161.00,4.20,total length,solitary,piscivore,pisci-invertivore,,
08146e34-48a2-4083-abe3-8614d26d02f6,2018-04-04 19:04:04.521550+00:00,2018-10-12 15:21:34.632470+00:00,,90,Carcharhinus amblyrhynchos,amblyrhynchos,Carcharhinus,0.005055,3.211330,1.000000,84.96,255.00,4.50,total length,medium group,piscivore,pisci-invertivore,,
c49aaf51-114f-4c6a-a224-98732e20d3ef,2018-04-04 19:04:04.540507+00:00,2018-10-12 15:21:34.651016+00:00,,90,Carcharhinus amboinensis,amboinensis,Carcharhinus,0.004680,3.100000,1.000000,74.01,280.00,4.29,total length,solitary,piscivore,pisci-invertivore,,genus bodyshape
99db2467-54ff-40a1-a33e-83d32b8e6546,2018-10-12 15:22:10.864298+00:00,2018-10-12 15:22:10.868817+00:00,,90,Carcharhinus borneensis,borneensis,Carcharhinus,0.004680,3.100000,1.000000,34.00,70.00,3.90,total length,solitary,piscivore,pisci-invertivore,,
7ed95539-35b0-48a7-867a-1049bd192e17,2018-04-04 19:04:04.558811+00:00,2018-10-12 15:21:34.669293+00:00,,90,Carcharhinus brachyurus,brachyurus,Carcharhinus,0.004680,3.100000,1.000000,86.70,325.00,4.50,total length,solitary,piscivore,pisci-invertivore,,genus bodyshape
81bd15c4-d74a-4b86-b7cb-a7b23babea6f,2018-04-04 19:04:04.578307+00:00,2018-10-12 15:21:34.687740+00:00,,90,Carcharhinus brevipinna,brevipinna,Carcharhinus,0.003619,3.088491,1.000000,62.25,300.00,4.50,total length,small group,piscivore,piscivore,,
984b6a93-ae9b-4cc2-93f0-d2aa028e0e28,2018-04-04 19:04:04.597649+00:00,2018-10-12 15:21:34.706270+00:00,,90,Carcharhinus cautus,cautus,Carcharhinus,0.001420,3.334000,1.000000,60.91,150.00,4.17,total length,solitary,piscivore,pisci-invertivore,,
db087bea-b226-48ad-a355-7c192682d537,2018-10-12 15:22:10.889453+00:00,2018-10-12 15:22:10.893952+00:00,,90,Carcharhinus cerdale,cerdale,Carcharhinus,0.004680,3.100000,1.000000,59.00,140.00,4.10,total length,solitary,piscivore,piscivore,,
63ede6a1-0742-45fd-9136-0f9bfe29d120,2018-04-04 19:04:04.616354+00:00,2018-10-12 15:21:34.724812+00:00,,90,Carcharhinus coatesi,coatesi,Carcharhinus,0.004680,3.100000,1.000000,37.16,87.00,4.00,total length,solitary,piscivore,piscivore,,genus bodyshape
b547d1bb-4ac3-41e3-9793-3bd75e060a5d,2018-04-04 19:04:04.635934+00:00,2018-10-12 15:21:34.743018+00:00,,90,Carcharhinus dussumieri,dussumieri,Carcharhinus,0.002758,3.123059,1.000000,54.15,96.00,4.50,total length,solitary,piscivore,piscivore,,
f8b613a8-98bc-46b4-8f96-b4df72f09e75,2018-04-04 19:04:04.654519+00:00,2018-10-12 15:21:34.761405+00:00,,90,Carcharhinus falciformis,falciformis,Carcharhinus,0.006645,3.006672,1.000000,79.03,350.00,4.40,total length,solitary,piscivore,piscivore,,
c65ab781-9a6c-4470-ae76-669f5e368491,2018-10-12 15:22:10.914497+00:00,2018-10-12 15:22:10.919418+00:00,,90,Carcharhinus fitzroyensis,fitzroyensis,Carcharhinus,0.001420,3.292000,1.000000,57.00,135.00,4.10,total length,solitary,piscivore,piscivore,,
25f199ee-f194-4d5a-bd28-30e073a47648,2018-04-04 19:04:04.673059+00:00,2018-10-12 15:21:34.780052+00:00,,90,Carcharhinus galapagensis,galapagensis,Carcharhinus,0.004680,3.100000,1.000000,84.46,370.00,4.34,total length,medium group,piscivore,pisci-invertivore,,genus bodyshape
ee0a91d7-f56a-4418-b4a4-0724f0a7a147,2018-10-12 15:22:10.940126+00:00,2018-10-12 15:22:10.944965+00:00,,90,Carcharhinus hemiodon,hemiodon,Carcharhinus,0.004680,3.100000,1.000000,69.00,200.00,4.20,total length,solitary,piscivore,pisci-invertivore,,
50029a54-ddea-4cdc-99aa-72dd055e5f3d,2018-04-04 19:04:04.692308+00:00,2018-10-12 15:21:34.798908+00:00,,90,Carcharhinus leucas,leucas,Carcharhinus,0.017500,2.840000,1.000000,87.54,360.00,4.34,total length,medium group,piscivore,pisci-invertivore,,
0bf71c22-2562-46a6-936b-6847c8fa0d77,2018-04-04 19:04:04.710349+00:00,2018-10-12 15:21:34.817542+00:00,,90,Carcharhinus limbatus,limbatus,Carcharhinus,0.022941,2.881574,1.000000,55.45,275.00,4.46,total length,small group,piscivore,piscivore,,
bf78cb4b-fa9b-4bdf-8c66-810fa0d7f0c7,2018-10-12 15:22:10.965708+00:00,2018-10-12 15:22:10.970114+00:00,,90,Carcharhinus longimanus,longimanus,Carcharhinus,0.053700,2.870000,0.789000,79.00,400.00,4.20,total length,small group,piscivore,piscivore,,
2098d1db-7a98-423b-b22a-b9df06e7dfd9,2018-04-04 19:04:04.729049+00:00,2018-10-12 15:22:10.988009+00:00,,90,Carcharhinus melanopterus,melanopterus,Carcharhinus,0.000330,3.649000,1.000000,69.00,200.00,3.90,total length,small group,piscivore,pisci-invertivore,,
4da85bbe-7bf2-494a-aa9e-20fe1861e4ca,2018-04-04 19:04:04.748777+00:00,2018-10-12 15:21:34.835985+00:00,,90,Carcharhinus obscurus,obscurus,Carcharhinus,0.023270,2.786000,1.000000,87.58,420.00,4.42,total length,solitary,piscivore,pisci-invertivore,,
28d31af6-2bd0-4502-b1fe-ab66a4a49526,2018-10-12 15:22:11.009940+00:00,2018-10-12 15:22:11.014620+00:00,,90,Carcharhinus plumbeus,plumbeus,Carcharhinus,0.005010,3.170000,1.000000,88.00,180.00,4.50,total length,solitary,piscivore,pisci-invertivore,,
c71ebd7d-aa85-4000-856c-69213cdac8d5,2018-04-04 19:04:04.768327+00:00,2018-10-12 15:21:34.854447+00:00,,90,Carcharhinus sealei,sealei,Carcharhinus,0.004680,3.100000,1.000000,39.46,100.00,4.21,total length,solitary,piscivore,piscivore,,genus bodyshape
253bc469-3ecc-498a-b74c-6dfe192b0086,2018-04-04 19:04:04.788072+00:00,2018-10-12 15:21:34.873153+00:00,,90,Carcharhinus sorrah,sorrah,Carcharhinus,0.012993,3.018971,1.000000,50.75,160.00,4.31,total length,solitary,piscivore,piscivore,,
7eb74f93-cdaf-40c4-9d0f-714f2e24fbd3,2018-10-12 15:22:11.035124+00:00,2018-10-12 15:22:11.039733+00:00,,90,Carcharhinus tilstoni,tilstoni,Carcharhinus,0.004680,3.100000,1.000000,70.00,200.00,4.20,total length,large group,piscivore,piscivore,,
1e59ec60-fa40-4c3e-9e9b-51fb30fef2ed,2018-04-04 19:04:04.806855+00:00,2018-10-12 15:21:34.891373+00:00,,90,Carcharhinus tjutjot,tjutjot,Carcharhinus,0.004680,3.100000,1.000000,37.95,93.70,4.00,total length,solitary,piscivore,pisci-invertivore,,genus bodyshape
